id,uuid,name,description,description_source,category_id,category_name,muscles_primary,muscles_secondary,equipment_list,image_url,image_thumbnail_url,is_front_image,wger_variations,embed_status,created_at,updated_at
1651,75e34967-b0ec-40d5-811e-b474b234a7a9,Dumbbell Rear Lunge,"Starting Position: Stand with feet shoulder-width apart, holding a dumbbell in each hand.
Execution: Step one foot straight back and lower your hips until both knees are bent at 90-degree angles. Press through the heel of your front foot to return to the start. Alternate legs.
Tips: Keep your torso upright and your front knee aligned with your ankle.",gpt_generated,9,Legs,"[""Quadriceps femoris"", ""Gluteus maximus""]","[""Hamstrings""]","[""Dumbbell""]",https://wger.de/media/exercise-images/1651/04ab2679-a04d-4d05-9c85-0d36e898328c.webp,https://wger.de/media/exercise-images/1651/04ab2679-a04d-4d05-9c85-0d36e898328c.webp,1,,pending,2026-03-29 04:49:38,2026-03-30 01:12:46
1652,65d12ecf-54b8-466d-a412-e55c396cad69,Dumbbell Romanian Deadlift,"Starting Position: Stand with feet hip-width apart, holding a dumbbell in front of each thigh. Keep your knees slightly bent.
Execution: Hinge at your hips, lowering the dumbbells toward the floor while keeping your back straight. Return to standing by driving your hips forward.
Tips: Keep the dumbbells close to your body. Feel the stretch in your hamstrings.",gpt_generated,9,Legs,"[""Hamstrings"", ""Gluteus maximus""]","[""Latissimus dorsi""]","[""Dumbbell""]",https://wger.de/media/exercise-images/1652/0306c8c0-70cc-45d4-92de-6fa72ceaa834.webp,https://wger.de/media/exercise-images/1652/0306c8c0-70cc-45d4-92de-6fa72ceaa834.webp,1,206.0,pending,2026-03-29 04:49:38,2026-03-30 01:12:46
1654,3d2adf99-8fe9-45cb-b669-c5b18242e282,Machine lateral wise,"The machine lateral raise is an isolation exercise that targets the medial (side) deltoid muscle to build wider, more defined shoulders. The machine's fixed path of motion provides greater stability than dumbbells, making it ideal for beginners or those who want to focus solely on muscle activation.",wger,13,Shoulders,"[""Anterior deltoid""]",[],"[""Machine""]",https://wger.de/media/exercise-images/1654/aa724a58-b3b5-4522-b278-1155416236a5.jpg,https://wger.de/media/exercise-images/1654/aa724a58-b3b5-4522-b278-1155416236a5.jpg,1,,pending,2026-03-29 04:49:38,2026-03-29 05:39:43
1655,c4aca20e-9591-425f-85a8-0ab04cd1515d,Machine Chest Press Exercise,". It provides an effective but straightforward way to work your upper body. With no weights to balance and no tricky techniques to master, the chest press leaves you free to focus on your training.",wger,11,Chest,"[""Pectoralis major""]","[""Triceps brachii"", ""Anterior deltoid""]","[""Machine""]",https://wger.de/media/exercise-images/1655/b263c968-e067-4750-916a-d8758a7df23e.webp,https://wger.de/media/exercise-images/1655/b263c968-e067-4750-916a-d8758a7df23e.webp,1,,pending,2026-03-29 04:49:38,2026-03-29 05:39:43
1656,b2865908-b93e-4507-ada4-a5bb9317566c,Cable Chest Press - Decline,"Single arm chest press done with the cable machine. Use the other arm to brace bodyweight to focus on strength of the press, rather than balancing of the body. Start with the hand as close to the chest as possible, and then press against the cable at a slight decline and aiming towards the center of your chest.",wger,11,Chest,"[""Pectoralis major""]","[""Anterior deltoid"", ""Triceps brachii""]","[""Cable""]",,,1,,pending,2026-03-29 04:49:40,2026-03-29 04:49:40
1657,4baa4962-64bd-434f-b2ed-0c3c88099841,Preacher Curl - Internally Rotated,"Single arm curl that can be done using a dumbbell and a preacher bench, or a preacher curl machine. Turn body towards the weight",wger,8,Arms,"[""Biceps brachii""]",[],"[""Dumbbell"", ""Bench"", ""Machine""]",,,1,,pending,2026-03-29 04:49:40,2026-03-29 04:49:40
1658,7cd76565-8a8f-4658-98f1-253af9d8bb39,Preacher Curl - Externally Rotated,"Single arm curl that can be done using a dumbbell and a preacher bench, or a preacher curl machine. Turn body away from the weight",wger,8,Arms,"[""Biceps brachii""]",[],"[""Dumbbell"", ""Bench"", ""Machine""]",,,1,,pending,2026-03-29 04:49:42,2026-03-29 04:49:42
1659,5a096571-4eae-472e-8849-fe5647035e2c,Lat Pulldown - Cross Body Single Arm,Sit at lat pulldown machine with body at a diagonal angle so that only one leg is under the pad. Pull the cable down with the opposite arm. this will force the cable to across your body while pulling down. Emphasises the stretch of the lat.,wger,12,Back,"[""Latissimus dorsi""]","[""Latissimus dorsi"", ""Biceps brachii""]","[""Machine"", ""Cable""]",,,1,,pending,2026-03-29 04:49:40,2026-03-29 04:49:40
1660,e22c4320-7753-49c6-b7f7-4be21b025fb6,Cable Chest Press - Incline,"Single arm chest press done with the cable machine. Use the other arm to brace bodyweight to focus on strength of the press, rather than balancing of the body. Start with the hand as close to the chest as possible, and then press against the cable at a slight incline and aiming towards the center of your chest.",wger,11,Chest,"[""Pectoralis major""]","[""Anterior deltoid"", ""Triceps brachii""]","[""Cable""]",,,1,,pending,2026-03-29 04:49:40,2026-03-29 04:49:40
1661,5aee8ae1-2752-4868-af62-e3c79954d811,Cable Triceps Press,"A single arm exercise that starts with the hand close to the chest with with the elbows bent, and the elbow flared out. Press forward and down against the cable straightening the elbow.",wger,8,Arms,"[""Triceps brachii""]",[],"[""Cable""]",,,1,,pending,2026-03-29 04:49:40,2026-03-29 04:49:40
1662,07ded945-de5d-4e77-b13c-17d51a2f0007,Cable Tri Extension - Internal Rotation,"single arm exercise with cable held at opposite shoulder with elbow bent. Turn towards the cable, and the straighten the elbow across the body.",wger,8,Arms,"[""Triceps brachii""]",[],"[""Cable""]",,,1,,pending,2026-03-29 04:49:40,2026-03-29 04:49:40
1665,4c8cf398-b400-46dc-89b4-94bb478f4ea9,Cable Tri Extension - External Rotation,"single arm exercise with cable held at opposite shoulder with elbow bent. Turn away from the cable, and the straighten the elbow across the body.",wger,8,Arms,"[""Triceps brachii""]",[],"[""Cable""]",,,1,,pending,2026-03-29 04:49:40,2026-03-29 04:49:40
1666,9828f705-350b-4afd-86c4-fcc0e8a0fb4b,Curl  - With Shoulder Elevated,Place elbow so that it is about level with the shoulder. Curl the wieght to your shoulder. Focus on the stretch in the eccentric part of the curl,wger,8,Arms,"[""Biceps brachii""]",[],"[""Dumbbell""]",,,1,,pending,2026-03-29 04:49:40,2026-03-29 04:49:40
1668,5ed12527-c8be-4e86-8f2a-cf9dd4781f5b,One Arm Overhead Cable Tricep Extension,"Set the pulley at the bottom of the cable machine and grab onto it without using any attachments. Extend the cable directly overhead. While keeping your back straight and upper arm stationary, lower the cable behind your head until you feel a good stretch in your triceps, and then extend it back upward until your elbow is locked out.",wger,8,Arms,"[""Triceps brachii""]",[],"[""Cable""]",,,1,,pending,2026-03-29 04:49:41,2026-03-29 04:49:41
1669,bb080cd6-bf24-42ce-8258-f38cf8e9e71c,Jumping Jacks,A full-body exercise where you jump while spreading your legs and raising your arms overhead.,wger,15,Cardio,"[""Quadriceps femoris"", ""Gastrocnemius""]","[""Anterior deltoid""]","[""Bodyweight""]",,,1,,pending,2026-03-29 04:49:41,2026-03-29 04:49:41
1670,1fae7d45-0731-4640-8809-94c76b836571,Leg Swings (Front–Back),"Stand tall next to a wall or stable support. Swing one leg forward and backward in a controlled motion, keeping the torso upright and the core engaged. Alternate legs after completing the repetitions.",wger,9,Legs,"[""Hamstrings"", ""Gluteus maximus""]","[""Rectus abdominis""]","[""Bodyweight""]",,,1,,pending,2026-03-29 04:49:41,2026-03-29 04:49:41
1672,b144ac00-ec0c-4c43-898f-b2ac65048d98,Seated Hip Abduction,"Starting Position: Adjust the seat height so that your knees are aligned with the pivot point of the machine. Sit with your back flat against the backrest, maintaining good posture. Place the outside of your thighs against the machine's padded levers. Position your feet flat on the footrests or platform of the machine. Grasp the handles or sides of the seat for stability. Ensure your spine is neutral and your core is slightly engaged. Movement: Exhale as you slowly push your legs outward against the resistance pads. Focus on initiating the movement from your hips, not your knees. Continue opening your legs until you feel a strong contraction in your outer hips and thighs. Hold the fully abducted position briefly (1-2 seconds) to maximize muscle engagement. Inhale as you slowly control the return of your legs to the starting position, resisting the weight throughout the movement. Avoid allowing the weight stack to touch down between repetitions to maintain constant tension on the muscles. Repeat for the desired number of repetitions, maintaining control throughout the set.",wger,9,Legs,"[""Gluteus maximus""]",[],"[""Machine""]",,,1,,pending,2026-03-29 04:49:41,2026-03-29 04:49:41
1673,4d4eda1d-d341-4226-9757-ec5b1431a273,Dumbbell Romanian Deadlifts,"Stand with your feet shoulder-width apart and hold a dumbbell with both hands. With your eyes facing forward, lift the dumbbells and place them at pelvic level (At this time, do not bend your arm). With your back straight, bend your upper body and slowly lower the dumbbells to knee height. Lift the dumbbells in the reverse order and return back to position on step 2.",wger,9,Legs,"[""Hamstrings"", ""Gluteus maximus""]","[""Latissimus dorsi""]","[""Dumbbell""]",https://wger.de/media/exercise-images/1673/4d52df1e-e14a-49cb-a94c-e5372a36a9be.png,https://wger.de/media/exercise-images/1673/4d52df1e-e14a-49cb-a94c-e5372a36a9be.png,0,,pending,2026-03-29 04:49:41,2026-03-29 05:39:44
1674,674b9b84-32bd-4aca-bf74-6909249444d5,Dumbbell Floor Press,"Sit on the floor holding a dumbbell in each hand, knees bent and feet flat. Roll back and plant your upper back and head on the floor; keep hips on the ground. Hold dumbbells at chest level with palms facing each other (neutral) or facing forward; elbows tucked at about 45–75° to the torso. Brace your core and press both dumbbells upward until arms are nearly extended but not locked. Pause briefly at the top, then lower the dumbbells under control until your upper arms contact the floor (or just above it) — this shortens the range of motion. Repeat for desired reps. Coaching notes: keep shoulders packed, avoid arching hips, use a spotter or lighter weight if needed. The floor press reduces shoulder stress and emphasizes lockout strength.",wger,11,Chest,"[""Pectoralis major""]","[""Triceps brachii"", ""Anterior deltoid""]","[""Dumbbell""]",,,1,,pending,2026-03-29 04:49:41,2026-03-29 04:49:41
1675,c50695b2-44f0-4a16-927d-238fe2e16049,Push-Ups,"1. Hands shoulder-width on the floor, fingers forward; feet together or hip-width; body in a straight line from head to heels; engage core and glutes. 2. Inhale and bend elbows, keeping them at ~45° from the torso (or closer for triceps focus); lower chest toward the floor until elbows reach ~90° or chest nearly touches. 3. Briefly hold at the bottom with tension in chest and core. 4. Exhale and push through palms to extend elbows, returning to the starting plank position without locking elbows.",wger,11,Chest,"[""Pectoralis major""]","[""Triceps brachii"", ""Anterior deltoid""]","[""Bodyweight""]",,,1,200.0,pending,2026-03-29 04:49:41,2026-03-29 04:49:41
1676,0fed3cd1-f6ef-4306-8c63-28246a931bf0,Dumbbell Bench Press,"Lie on a flat bench and press dumbbells upward until arms are fully extended, then lower them slowly.",wger,11,Chest,"[""Pectoralis major""]","[""Triceps brachii"", ""Anterior deltoid""]","[""Dumbbell"", ""Bench""]",https://wger.de/media/exercise-images/1676/ac441fa8-cf11-45a5-9633-18ae49fb9320.webp,https://wger.de/media/exercise-images/1676/ac441fa8-cf11-45a5-9633-18ae49fb9320.webp,1,,pending,2026-03-29 04:49:41,2026-03-29 05:39:43
1679,2eb61587-85d1-494f-b2fb-a92dd108b3d3,Wall Angels,"The Wall Angels exercise primarily targets the upper back and shoulder muscles , helping improve posture , shoulder mobility , and scapular control .",wger,13,Shoulders,"[""Latissimus dorsi""]","[""Anterior deltoid""]","[""Bodyweight""]",,,1,,pending,2026-03-29 04:49:41,2026-03-29 04:49:41
1680,73144238-414e-438f-8b0c-832a6591aa2f,seated figure four,Seat on a bench. Feet flat on the ground. Place your left ankle over your right knee. Your right knee stays flat. Keep your back straight. Gently push your left knee down.,wger,9,Legs,"[""Gluteus maximus""]",[],"[""Bench"", ""Bodyweight""]",,,1,,pending,2026-03-29 04:49:41,2026-03-29 04:49:41
1683,9564ab2d-2534-4b47-bdf7-f2f653aae3de,Zottman curl,"With your palms facing forward, curl the weights up to your shoulders. Turn your hands so that that your palms downwards and slowly return the weights back down. Finally face your palms back forward.",wger,8,Arms,"[""Biceps brachii""]",[],"[""Dumbbell""]",,,1,201.0,pending,2026-03-29 04:49:41,2026-03-29 04:49:41
1684,ae6a522e-db10-45ba-9642-987468d8a4de,Dumbbell Thruster,Start with the dumbbells resting on your shoulders and squat down. Push into standing and raise the dumbbells into an overhead position. Bring the dumbbells back to your shoulders and repeat.,wger,9,Legs,"[""Quadriceps femoris"", ""Gluteus maximus""]","[""Anterior deltoid"", ""Triceps brachii""]","[""Dumbbell""]",,,1,202.0,pending,2026-03-29 04:49:41,2026-03-29 04:49:41
1686,8c4a9c16-294b-40e5-ba6d-50ae523704ba,Glute Bridge Single-Arm Press,"With one dumbbell in hand, perform a glute bridge. Now hold the dumbbell above your chest, this is the rep starting position. Lower the dumbbell so that your elbow touches the floor or is roughly 45 degrees below your shoulder if using a bench. Push the dumbbell back into the starting position.",wger,8,Arms,"[""Pectoralis major"", ""Triceps brachii""]","[""Gluteus maximus"", ""Rectus abdominis""]","[""Dumbbell"", ""Bench""]",,,1,203.0,pending,2026-03-29 04:49:41,2026-03-29 04:49:41
1687,b4dc15da-4d4d-4a93-a30a-74aaf99192ff,Bear crawl pull through,Place a dumbbell at around hip level and assume a bear crawl position. Push the knees off the floor and hold. With the opposite hand reach for the dumbbell and pull it to the other side. Place your hand back on the floor and repeat with your other hand.,wger,10,Abs,"[""Rectus abdominis""]","[""Anterior deltoid"", ""Latissimus dorsi""]","[""Dumbbell"", ""Bodyweight""]",,,1,204.0,pending,2026-03-29 04:49:41,2026-03-29 04:49:41
1688,107ea68a-d976-49ed-be75-3b0cf253c36a,Kickstand RDL,"Starting Position: Stand with feet hip-width apart, holding a barbell in front of your thighs. Stagger your stance by placing the toes of one foot slightly behind and to the side of your other heel (the ""kickstand"").
Execution: Hinge at your hips, lowering the barbell toward the floor while keeping your back straight. Most of your weight should be on the front leg. Return to standing by driving your hips forward.
Tips: The kickstand foot is for balance only; focus on working the hamstring and glute of the front leg.",gpt_generated,9,Legs,"[""Hamstrings"", ""Gluteus maximus""]","[""Latissimus dorsi""]","[""Barbell""]",,,1,205.0,pending,2026-03-29 04:49:42,2026-03-30 01:12:46
