name,cuisine_type,calories,protein,carbs,fat,diet_tags,description,embed_status,image_url
Ground Beef Tacos with a Zesty Guacamole,mexican,3847,154.56,209.25,265.7,"[""dash""]","Tacos bò băm kèm sốt bơ sáp tươi mát, đậm đà chuẩn vị Mexico.",pending,https://your-domain.com/images/default-meal.png
Chocolate Covered Pears Poached in Mulled Wine,american,2172,11.36,255.41,122.76,"[""dash""]","Lê chần rượu vang phủ socola, sang trọng và ngọt ngào.",pending,https://your-domain.com/images/default-meal.png
"Broccoli, Cheddar, and Ranch Chicken Calzones",italian,1322,83.38,16.85,102.3,"[""dash""]","Bánh gối nhân gà, bông cải xanh và phô mai Cheddar béo ngậy.",pending,https://your-domain.com/images/default-meal.png
Sara's Famous Sausage-Apple Gravy,american,2441,98.23,96.41,184.67,"[""dash""]","Sốt Gravy xúc xích táo nổi tiếng của Sara, đậm đà và mặn ngọt hài hòa.",pending,https://your-domain.com/images/default-meal.png
Summer Tomato and Bell Pepper Soup,italian,919,30.35,42.33,69.84,"[""dash""]","Súp cà chua và ớt chuông mùa hè, thanh mát và rực rỡ sắc màu.",pending,https://your-domain.com/images/default-meal.png
Almond-Thyme-Crusted Mahi Mahi with Lemon Chardonnay Sauce,mediterranean,503,33.78,27.43,28.67,"[""dash""]",Cá Mahi Mahi nướng lớp vỏ hạnh nhân thảo mộc.,pending,https://your-domain.com/images/default-meal.png
Flank Steak with Tomatillo Salsa Verde,south american,3743,136.79,185.81,272.5,"[""dash""]","Bít tết bò kèm sốt Salsa xanh, thịt mềm mọng và chua thanh.",pending,https://your-domain.com/images/default-meal.png
Taco Night,mexican,3452,144.61,324.37,175.17,"[""dash""]","Đêm tiệc Taco với đầy đủ nhân thịt, rau và sốt, không khí lễ hội sôi động.",pending,https://your-domain.com/images/default-meal.png
Coconut-Panko Shrimp With Orange-Glazed Sweet Potatoes,mediterranean,2508,120.75,271.21,104.41,"[""dash""]",Tôm chiên xù dừa kèm khoai lang sốt cam.,pending,https://your-domain.com/images/default-meal.png
Fully-Loaded Cheesy Potato Soup with Gina's Spinach Salad,american,5589,182.49,306.34,403.79,"[""dash""]",Súp khoai tây phô mai kèm salad rau chân vịt.,pending,https://your-domain.com/images/default-meal.png
Squash Cheese Pie,american,1833,112.04,79.92,118.34,"[""dash""]","Bánh pie bí ngô phô mai, béo bùi, ngọt dịu và giàu dinh dưỡng cho cả nhà.",pending,https://your-domain.com/images/default-meal.png
Buffalo Chicken Sandwiches & Ranch,american,3539,186.08,186.44,227.67,"[""dash""]",Bánh mì kẹp gà sốt Buffalo cay nồng kèm sốt Ranch béo mịn.,pending,https://your-domain.com/images/default-meal.png
Strawberry And White Chocolate Passion Fruit Soups With Mixed Berry Muffins,american,6284,86.53,606.03,390.41,"[""dash""]",Súp dâu tây socola trắng kèm muffin quả mọng.,pending,https://your-domain.com/images/default-meal.png
Red Snapper Cocktail Recipe,world,47,1.64,8.71,0.61,"[""dash""]","Cocktail Red Snapper mạnh mẽ, phiên bản Gin của Bloody Mary, cay nồng sảng khoái.",pending,https://your-domain.com/images/default-meal.png
Neely's Fish and Chips,british,8336,215.31,470.7,621.31,"[""dash""]","Cá chiên và khoai tây kiểu Neely, giòn rụm và đậm đà phong cách Anh.",pending,https://your-domain.com/images/default-meal.png
Salmon & Crab Cakes,nordic,1290,93.88,85.94,63.4,"[""dash""]","Chả cá hồi và cua, thịt chắc ngọt, giàu Omega-3 và protein biển cả.",pending,https://your-domain.com/images/default-meal.png
Maple Leaf Sazerac From Minetta Tavern,world,69,0.02,17.27,0.02,"[""dash""]","Cocktail Sazerac vị lá phong, nồng nàn và ngọt dịu đẳng cấp thượng lưu.",pending,https://your-domain.com/images/default-meal.png
Triple cheese & aubergine lasagne,italian,4859,201.57,460.02,245.9,"[""dash""]","Lasagna ba loại phô mai và cà tím, béo ngậy và giàu chất xơ.",pending,https://your-domain.com/images/default-meal.png
Squash & Sprout Orzo Salad With Ginger-Walnut Dressing,mediterranean,4234,133.61,684.05,107.04,"[""dash""]",Salad mì Orzo bí đỏ và mầm rau sốt gừng hạt óc chó.,pending,https://your-domain.com/images/default-meal.png
Man About Town,french,3,0.02,0.77,0.0,"[""dash""]","Cocktail Quý Ông Thành Thị mạnh mẽ, lịch lãm với hương vị rượu đắng tinh tế.",pending,https://your-domain.com/images/default-meal.png
Family-Style Taco Night,mexican,3312,226.45,173.83,190.15,"[""dash""]","Tiệc Taco gia đình ấm cúng, tự tay cuốn những chiếc bánh đầy ắp nhân tươi ngon.",pending,https://your-domain.com/images/default-meal.png
Shrimp Cakes with Peach Jalapeno Relish,kosher,1751,136.68,184.84,51.69,"[""dash""]","Chả tôm kèm mứt đào ớt Jalapeno, giòn tan và chua cay hài hòa.",pending,https://your-domain.com/images/default-meal.png
Potstickers with Spicy Dipping Sauce,chinese,3068,111.69,463.15,85.39,"[""dash""]","Sủi cảo áp chảo kèm sốt chấm cay, lớp vỏ giòn, nhân mọng nước.",pending,https://your-domain.com/images/default-meal.png
Turkey Tetrazzini,american,1030,78.39,131.57,21.1,"[""dash""]","Mì Ý gà tây sốt kem nấm bỏ lò, béo ngậy và đầy đặn cho bữa tối.",pending,https://your-domain.com/images/default-meal.png
Neely's Fried Zucchini,italian,3835,64.97,168.72,322.27,"[""dash""]","Bí ngòi chiên giòn kiểu Neely, món ăn nhẹ thanh đạm và cực kỳ bắt miệng.",pending,https://your-domain.com/images/default-meal.png
Salmon & Puy Lentil Salad With Olive Dressing,nordic,3299,188.3,362.68,121.63,"[""dash""]","Salad cá hồi và đậu lăng Puy sốt ô liu, bổ dưỡng và thanh mát.",pending,https://your-domain.com/images/default-meal.png
Thai Turkey Salad,south east asian,1192,67.43,50.79,79.95,"[""dash""]","Salad gà tây kiểu Thái, vị chua cay mặn ngọt bùng nổ, giàu protein.",pending,https://your-domain.com/images/default-meal.png
Cardamom Blush Cocktail Recipe,world,94,0.11,23.24,0.07,"[""dash""]","Cocktail Thảo Quả Hồng thanh tao, hương thơm nồng nàn và màu sắc quyến rũ.",pending,https://your-domain.com/images/default-meal.png
Cobb Salad with Blue Cheese Dressing,american,7168,290.22,160.03,596.29,"[""dash""]","Salad Cobb kinh điển với sốt phô mai xanh béo ngậy, đầy đủ đạm và rau.",pending,https://your-domain.com/images/default-meal.png
Seafood Salad with Creamy Ginger Dressing,mediterranean,917,111.64,68.46,21.8,"[""dash""]","Món ăn dinh dưỡng chuẩn quốc tế, hỗ trợ mục tiêu sức khỏe.",pending,https://your-domain.com/images/default-meal.png
Crab Benedict,french,2177,81.76,17.94,197.57,"[""dash""]","Trứng Benedict nhân thịt cua sang trọng, sốt Hollandaise béo ngậy tan chảy.",pending,https://your-domain.com/images/default-meal.png
Southwestern Steak Pizza,italian,1977,95.55,137.54,116.04,"[""dash""]","Pizza bít tết kiểu Tây Nam, đậm đà gia vị và đầy năng lượng trên đế bánh Ý.",pending,https://your-domain.com/images/default-meal.png
Fresh Macaroni Salad,american,785,34.47,94.43,29.91,"[""dash""]","Salad nui tươi mát, béo nhẹ sốt mayonnaise và giòn tan rau củ thái lựu.",pending,https://your-domain.com/images/default-meal.png
Orange-Hazelnut Dacquoise,italian,3761,65.0,445.9,190.77,"[""dash""]","Bánh Dacquoise cam hạt dẻ cười, lớp vỏ giòn xốp, nhân kem béo ngậy tinh tế.",pending,https://your-domain.com/images/default-meal.png
Joanie's Moules Ravigote,french,1993,116.41,78.57,134.81,"[""dash""]","Vẹm xanh sốt Ravigote kiểu Joanie, thanh nhẹ, chua thanh và thơm lừng thảo mộc.",pending,https://your-domain.com/images/default-meal.png
Vegetarian Banh Mi,south east asian,4019,99.62,305.36,266.51,"[""dash""]","Bánh mì chay kiểu Việt Nam, nhân đậu phụ và đồ chua giòn tan, đậm đà.",pending,https://your-domain.com/images/default-meal.png
Carrot Cake Gelly Shots,british,948,31.96,155.41,22.11,"[""dash""]","Thạch vị bánh cà rốt độc đáo, ngọt ngào và thơm nồng hương quế kiểu Anh.",pending,https://your-domain.com/images/default-meal.png
Lentil-Red Pepper Salad,south american,726,42.98,129.67,3.98,"[""dash""]","Salad đậu lăng và ớt chuông đỏ, giàu đạm thực vật và rực rỡ sắc màu.",pending,https://your-domain.com/images/default-meal.png
"Farro, Golden Beet, and Feta Salad with Pecans and Chive-Sage Dressing",mediterranean,1914,40.66,186.3,111.8,"[""dash""]","Salad lúa mì Farro, củ dền vàng và phô mai Feta.",pending,https://your-domain.com/images/default-meal.png
Off the Cuff Turmeric Risotto,italian,1611,50.28,319.5,14.67,"[""dash""]","Cơm Risotto nghệ vàng óng, dẻo thơm và cực kỳ tốt cho sức khỏe.",pending,https://your-domain.com/images/default-meal.png
Berry-Mandarin Tossed Salad,french,2182,34.25,196.26,140.0,"[""dash""]","Salad quả mọng và quýt, thanh mát, giàu vitamin và rực rỡ sắc màu.",pending,https://your-domain.com/images/default-meal.png
Spaghetti & Meatballs,italian,2236,154.9,167.71,105.1,"[""dash""]","Mì Ý thịt viên kinh điển, sốt cà chua đậm đà và thịt viên mọng nước.",pending,https://your-domain.com/images/default-meal.png
Mushroom and Bell Pepper Chicken with Linguine,italian,3048,222.08,290.21,110.97,"[""dash""]","Mì Linguine gà xào nấm và ớt chuông, đậm đà vị Ý.",pending,https://your-domain.com/images/default-meal.png
Suzhou-Style Mooncakes,italian,2887,93.64,288.31,151.0,"[""dash""]","Bánh trung thu kiểu Tô Châu biến tấu Ý, lớp vỏ ngàn lớp giòn tan, nhân ngọt ngào.",pending,https://your-domain.com/images/default-meal.png
Braised Coconut Spinach with Chickpeas and Lemon Recipe,french,2110,63.68,218.05,109.19,"[""dash""]",Rau chân vịt hầm cốt dừa đậu gà và chanh.,pending,https://your-domain.com/images/default-meal.png
Homemade ranch with iceberg wedge,american,2084,15.77,43.1,205.37,"[""dash""]","Xà lách búp ăn kèm sốt Ranch tự làm, giòn tan và béo mịn hoàn hảo.",pending,https://your-domain.com/images/default-meal.png
Hungarian Sour Cherry Soup (Meggyleves),world,1919,27.96,180.99,120.39,"[""dash""]","Súp anh đào chua kiểu Hungary, món súp lạnh độc đáo, thanh mát ngọt ngào.",pending,https://your-domain.com/images/default-meal.png
Summer Melon Salad,italian,687,20.76,50.15,44.85,"[""dash""]","Salad dưa mùa hè tươi mát, giải nhiệt tuyệt vời với hương vị trái cây tự nhiên.",pending,https://your-domain.com/images/default-meal.png
Old-Fashioned Caramel Layer Cake,american,5275,61.21,1019.34,105.84,"[""dash""]","Bánh kem caramel nhiều lớp kiểu cổ điển, ngọt ngào và béo ngậy đậm đà.",pending,https://your-domain.com/images/default-meal.png
Caesar Salad With Red Romaine,american,2294,92.98,117.64,161.31,"[""dash""]","Salad Caesar xà lách Romaine đỏ, màu sắc bắt mắt và sốt béo ngậy đặc trưng.",pending,https://your-domain.com/images/default-meal.png
Orange Sweet Rolls,american,8090,85.62,1314.61,276.55,"[""dash""]","Bánh cuộn cam ngọt ngào, thơm ngát hương tinh dầu cam và mềm xốp như mây.",pending,https://your-domain.com/images/default-meal.png
Chicken with Green Olives,mediterranean,3731,183.41,432.21,140.98,"[""dash""]","Gà nấu ô liu xanh, vị mặn mòi đậm đà quyện cùng thịt gà mềm mọng.",pending,https://your-domain.com/images/default-meal.png
Curried Squash Soup,indian,1354,37.22,144.41,69.73,"[""dash""]","Súp bí đỏ vị cà ri kiểu Ấn, ấm nồng gia vị và mịn mượt béo ngậy.",pending,https://your-domain.com/images/default-meal.png
Chicken & Cornmeal Dumplings,american,1492,86.0,105.24,80.77,"[""dash""]","Gà hầm bánh bột ngô, món ăn ấm áp, chắc bụng và giàu dinh dưỡng.",pending,https://your-domain.com/images/default-meal.png
Asian Stir Fried String Beans with Pork,south east asian,1096,49.65,47.34,78.72,"[""dash""]","Đậu que xào thịt heo kiểu Á, giòn ngọt và đậm đà hương vị.",pending,https://your-domain.com/images/default-meal.png
Zombie Punch Recipe,world,361,0.25,89.85,0.06,"[""dash""]","Cocktail Zombie Punch mạnh mẽ, rực rỡ trái cây nhiệt đới cho những bữa tiệc sôi động.",pending,https://your-domain.com/images/default-meal.png
Raw Veggies with Chipotle Ranch Dressing,american,2865,32.63,217.23,207.25,"[""dash""]","Rau củ tươi chấm sốt Ranch ớt Chipotle, thanh mát và cay nồng.",pending,https://your-domain.com/images/default-meal.png
Mini Black Jack Burgers,american,3013,190.75,205.38,158.75,"[""dash""]","Burger Black Jack nhỏ xinh, nhân thịt đậm đà và sốt đặc trưng đầy lôi cuốn.",pending,https://your-domain.com/images/default-meal.png
Preserved Lime Tabbouleh Salad,middle eastern,1658,50.82,235.1,57.13,"[""dash""]","Salad Tabbouleh chanh muối, thanh khiết, giải nhiệt và giàu chất xơ.",pending,https://your-domain.com/images/default-meal.png
Broiled Marinated Skirt Steak with Cilantro and Preserved Lemon Gremolata,american,1009,92.32,12.71,65.46,"[""dash""]",Bít tết bò nướng kèm sốt ngò rí chanh muối.,pending,https://your-domain.com/images/default-meal.png
"Chicken, Spring Pea and Farro Risotto with Lemon",italian,866,77.06,66.69,32.36,"[""dash""]","Cơm Risotto gà, đậu Hà Lan và lúa mì Farro vị chanh.",pending,https://your-domain.com/images/default-meal.png
"Sweet Potato, Orange and Ginger Cream Soup with Crispy Sweet Potatoes and Chilli Flakes",american,2039,40.58,294.06,77.81,"[""dash""]",Súp kem khoai lang cam gừng cay nồng.,pending,https://your-domain.com/images/default-meal.png
Plum Galette With A Whole-Wheat Crust,french,2296,31.79,313.9,101.44,"[""dash""]","Bánh Galette mận đế lúa mạch nguyên cám, giòn tan và ngọt thanh tao.",pending,https://your-domain.com/images/default-meal.png
Shrimpylicious Egg Rolls,chinese,1559,41.58,173.55,77.57,"[""dash""]","Chả giò tôm ngon tuyệt, lớp vỏ giòn rụm, nhân tôm giòn ngọt đậm đà.",pending,https://your-domain.com/images/default-meal.png
Garlic Chicken Lasagna,italian,5802,316.09,434.39,311.08,"[""dash""]","Lasagna gà bơ tỏi, béo ngậy phô mai và thơm nồng nàn hương tỏi nướng.",pending,https://your-domain.com/images/default-meal.png
Cockerel in Riesling Mushroom Sauce with Ribbon Noodles,asian,7717,256.12,196.68,656.17,"[""dash""]",Gà hầm rượu Riesling sốt nấm ăn kèm mì sợi.,pending,https://your-domain.com/images/default-meal.png
Pepper Confetti Macaroni and Cheese,mediterranean,2352,102.48,341.31,64.1,"[""dash""]","Nui nướng phô mai ớt chuông rực rỡ, béo ngậy và đầy màu sắc.",pending,https://your-domain.com/images/default-meal.png
Corn and Crab Cakes,american,1629,68.03,89.88,110.77,"[""dash""]","Chả cua và ngô ngọt, giòn tan bên ngoài, chắc ngọt thịt cua bên trong.",pending,https://your-domain.com/images/default-meal.png
Melty Chocolate-Stuffed French Toast with Lemon-Orange Syrup,french,3000,105.45,422.23,98.8,"[""dash""]",Bánh mì Pháp nhân socola tan chảy sốt cam chanh.,pending,https://your-domain.com/images/default-meal.png
Italian Tomato Tart,italian,2053,70.67,300.07,63.38,"[""dash""]","Bánh tart cà chua kiểu Ý, vị ngọt lịm của cà chua chín mọng trên đế bánh giòn.",pending,https://your-domain.com/images/default-meal.png
Arugula Salad with Shrimp and Grapes,american,744,59.82,74.45,23.0,"[""dash""]","Salad rau mầm tôm và nho, thanh nhẹ, giàu đạm và vitamin.",pending,https://your-domain.com/images/default-meal.png
Myrtle's Meatball Recipe,american,2378,230.47,120.48,108.19,"[""dash""]","Thịt viên kiểu Myrtle, mọng nước, đậm đà nước sốt, món ăn vỗ về tâm hồn.",pending,https://your-domain.com/images/default-meal.png
Buffalo Shrimp Salad with Spicy Pita Croutons,italian,536,23.61,44.49,29.27,"[""dash""]",Salad tôm sốt Buffalo kèm bánh mì Pita giòn cay.,pending,https://your-domain.com/images/default-meal.png
Bean Cabbage Soup,middle eastern,397,21.49,58.32,8.68,"[""dash""]","Súp đậu bắp cải kiểu Trung Đông, thanh đạm, giàu chất xơ và bổ dưỡng.",pending,https://your-domain.com/images/default-meal.png
